OSM_ID,OSM_Type,Name,Latitude,Longitude,Category,cuisine,opening_hours,phone,website,wheelchair,outdoor_seating,smoking,addr_street,addr_housenumber,coord_group
n9606230486,node,Nero Dance Center,40.3704933,49.8337338,dance_venue,,,,www.nerodance.az,,,,,,
n1304761811,node,"""Tadım"" Tantuni/Dönər",40.4042927,49.871539,fast_food,,24/7,,,,,,Ağa Nemətulla küç.,50,
n3042961396,node,212 Fast Fud,40.422671,49.8425887,fast_food,,,,,,,,,,
n4520375493,node,7/23 DÒNER,40.3776697,49.8659747,fast_food,,,,,,,,,,
n5916470298,node,Alia Döner,40.4067898,49.8686531,fast_food,,,+994703646166,,,,,,,
n11877036936,node,Anadolu,40.3781154,49.8312102,fast_food,turkish,,,,,,,,,
n1836387828,node,Avtosh Döner,40.374381,49.8427177,fast_food,,,,,,,,,,
w1378423613,way,Aynali Doner,40.3806875,49.8487861,fast_food,kebab,,,,,,,,,
n3253629077,node,Baharlı Xəngəli,40.4377079,49.803588,fast_food,,,,,,,,,,
n13898211301,node,Balik Ekmek,40.3982405,49.8409299,fast_food,,,,,,,,,,
n3037852534,node,Baş Keçid Xəngəl,40.428585,49.8522716,fast_food,,,,,,,,,,
n4303012431,node,Bella Pizza,40.3751311,49.8412054,fast_food,pizza,,,,,,,,,
n9744012507,node,Bir Iki Dönər,40.3914188,49.8483505,fast_food,kebab,,,https://www.facebook.com/BIRIKIDONER/,,,,Bakıxanov küç.,,
n11881148513,node,Bir İki Döner Shop,40.3840593,49.8286701,fast_food,kebab,,,,,yes,,,,
n13069608101,node,Bir İki dönər,40.3764684,49.8137286,fast_food,,Mo-Su 11:00-22:00,+994998211201,https://bir-iki.az/,,,,Ədməd Cəmil küçəsi,160C,
n1472132086,node,Bir-iki,40.3713879,49.8385912,fast_food,kebab,Mo-Su 12:00-23:00,0124989149,https://m.facebook.com/birikibaku/,,,,Yusif Məmmədəliyev küçəsi,27A,
n6774513147,node,Black Star Burger,40.3746233,49.8431423,fast_food,burger,,,,,,,,,
n11883782670,node,Bordo,40.375724,49.8172427,fast_food,sandwich;kebab,,,,,,,,,
n4622594289,node,Bublik Kafe,40.3449008,49.8381955,fast_food,,,,,,,,,,
n6054238010,node,Burger King,40.4005091,49.8535721,fast_food,burger,,,,,,,,,
n6054241085,node,Burger King,40.3794372,49.8469732,fast_food,burger,,,,,,,,,
n7619000921,node,Burger King,40.3584506,49.8369238,fast_food,burger,,,,,,,,,
n3254783442,node,Böyük Divar,40.3725473,49.8458308,fast_food,,,+994124937672,,,,,,,
n4249014590,node,Cefer Doner,40.3855671,49.8037078,fast_food,,,,,,,,Abbas Mirzə Şərifzadə küç.,130a,
n10275357110,node,Ceyhunun Dönәri 8-ci mkr.,40.4235926,49.8425927,fast_food,,,,,,,,,,
n2119759106,node,Chudo Pechka,40.3764737,49.8456951,fast_food,beef_bowl;kebab;local;pizza,Mo-Su 11:00-23:00,,,,,,,,
n11750428578,node,Cinnabon,40.3583512,49.8373591,fast_food,dessert,,+994502292019,,,,,,,
n11867372269,node,Cinnabon,40.4000839,49.8534977,fast_food,dessert,,,,,,,,,
n11917653222,node,Cinnabon,40.3681442,49.8385875,fast_food,dessert,,,,,yes,,Məhəmməd Əmin Rəsulzadə küç.,4,
n12582465064,node,Cinnabon,40.3740064,49.8592936,fast_food,dessert,,,,,,,,,
n6342441187,node,Deluxe Dönər,40.3758475,49.8551235,fast_food,,,,,,,,,,
n4493146496,node,Domino's,40.3739089,49.8500894,fast_food,pizza,,,,,,,,,
n4803945422,node,Domino's,40.3679255,49.8237518,fast_food,pizza,,,,,,,,,
n6196378785,node,Domino's,40.4168636,49.8082291,fast_food,pizza,24/7,,https://dominospizza.az/,,,,Mir Cəlal,,
n6710409585,node,Domino's,40.403078,49.8564647,fast_food,pizza,,,,,,,Koroğlu Rəhimov küçəsi,,
n11879170172,node,Don Pizza,40.372739,49.8333223,fast_food,pizza,,,,,,,,,
n11300013298,node,Doner 1.50 ₼,40.371618,49.8430697,fast_food,,,,,,,,,,
n6997802585,node,Doner House,40.3732528,49.8504751,fast_food,turkish;local,,,,,,,Azadlıq prospekti,,
n12348875023,node,Döner Ist,40.3744128,49.8503657,fast_food,kebab,,,,,,,,,
n11883964509,node,Dönerçi Yavər Usta,40.380907,49.8153259,fast_food,kebab;regional,24/7,,,,,,,,
n1865340038,node,Dönər,40.3989246,49.83277,fast_food,,,,,,,,,,
n2034721603,node,Dönər,40.3997983,49.8323593,fast_food,,,,,,,,,,
n4485161710,node,Dönər,40.3419555,49.8396101,fast_food,,,,,,,,,,
n4231777094,node,Dönər 1999,40.4040126,49.8708026,fast_food,,24/7,,,,,,Ağa Nemətulla küç.,45,
n4913328321,node,Dönər Kabab evi,40.4112864,49.8056254,fast_food,,,,,,,,,,
n5724644121,node,Fly Burger,40.3708659,49.8401575,fast_food,burger,,,,,,,Rəsul Rza küçəsi,11,
n4439418989,node,Fryday,40.3685824,49.8381481,fast_food,,Mo-Su 12:00-23:00,,,,yes,,Məhəmməd Əmin Rəsulzadə küç.,,
n9969207082,node,Hayat bi'TENDIR,40.3853934,49.8044666,fast_food,çörek,,,,,,,,,
n11881148550,node,Həmşəri Lahmacun,40.3841086,49.8291205,fast_food,regional,,,,,,,,,
n5010414321,node,IST food,40.395443,49.8159816,fast_food,,,,,,,,,,
n5615860224,node,KFC,40.380003,49.8494004,fast_food,chicken,08:00-01:00,,,,,,,,
n6054228983,node,KFC,40.3788929,49.8472277,fast_food,chicken,,,,,,,,,
n6054242430,node,KFC,40.4003116,49.8526176,fast_food,chicken,,,,,,,,,
n7619000923,node,KFC,40.35861,49.8371062,fast_food,chicken,,,,,,,,,
n11760387619,node,KFC,40.3723952,49.8442639,fast_food,chicken,,,,,,,Bülbül prospekti,17g,
n11879472257,node,KFC,40.3828516,49.8236479,fast_food,chicken,,,,,,,,,
n12582465065,node,KFC,40.3739754,49.8595854,fast_food,chicken,,,,,,,,,
n2966012004,node,KFC Fəvvarələr Meydanı,40.3700865,49.8358514,fast_food,chicken,Mo-Su 09:00-23:00,,,,,,İslam Səfərli,1,
n12909057601,node,KUDO KUDO,40.3709554,49.8352652,fast_food,,,,,,,,,,
n6280220585,node,Kafe,40.4229361,49.7970905,fast_food,,,,,,,,,,
n5981613486,node,Kafe Kabab,40.3458686,49.8376567,fast_food,kebab,,,,,,,,,
n4933253438,node,Kebab Express,40.3716334,49.8410439,fast_food,,,,,,,,,,
n8598872795,node,Lahmacun dönər,40.3980019,49.8138834,fast_food,kebab,,,,,,,,,
n11812152769,node,Lavaş Baku,40.3656622,49.8313794,fast_food,,,,,,,,İstiqlaliyyət küçəsi,,
n3784150403,node,Limuzin dönər,40.3772007,49.8114547,fast_food,kebab,,,,,yes,,,,
n11879170238,node,MANQALİYA,40.3729127,49.8328307,fast_food,kebab,,,,,,,,,
n10060576190,node,MR. Ribs Steak & Burger,40.3732355,49.8369223,fast_food,burger;steak_house,Mo-Su 11:00-01:00,+994552924141,,,,,Əlimərdan Topçubaşov küçəsi,11,
n1304761821,node,McDonald's,40.4028806,49.869975,fast_food,burger,,,,,,,,,
n1474037683,node,McDonald's,40.3718563,49.8377988,fast_food,burger,,,,,,,,43d,
n4523299703,node,McDonald's,40.399515,49.8498681,fast_food,burger,"PH,Mo-Su 08:00-01:00",,,,,,,,
n6054228984,node,McDonald's,40.3789641,49.8471973,fast_food,burger,,,,,,,,,
n6054238029,node,McDonald's,40.4003587,49.8528546,fast_food,burger,,,,,,,,,
n6595747259,node,McDonald's,40.3721769,49.8440008,fast_food,burger,,,,,,,Üzeyir Hacıbəyov küçəsi,27h,
n7619000922,node,McDonald's,40.3582243,49.8378341,fast_food,burger,,,,,,,,,
n8282297721,node,McDonald's,40.4197524,49.8464649,fast_food,burger,,,,,,,,,
n10090512262,node,McDonald's,40.3878729,49.8242734,fast_food,burger,,,,,,,İzmir küçəsi,,
n10967473062,node,McDonald's,40.3944781,49.8159531,fast_food,burger,,,,,,,,,
n12095473082,node,McDonald's,40.3955955,49.8402621,fast_food,burger,08:00-04:00,,https://mcdonalds.az/,,,,,,
n12582465066,node,McDonald's,40.3739408,49.859418,fast_food,burger,,,,,,,,,
n13734067049,node,McDonald's,40.387612,49.8029066,fast_food,burger,,,,,no,,,,
n6595747986,node,McDonald's \ 20 Yanvar Bakı,40.4016376,49.8104173,fast_food,burger,,,,,,,,,
n12981907001,node,Meatadore,40.3840732,49.8291368,fast_food,american;german,Mo-Th 12:00-00:00; Fr-Su 12:00-02:00,,,,,,,,
n4434824894,node,Olimp Doner,40.3997517,49.8511907,fast_food,burger,,,,,,,,,
n4423528090,node,Papa John's,40.3735417,49.8430398,fast_food,pizza,Mo-Su 11:00-23:00,,,,,,Nizami küç.,106a,
n4652639696,node,Papa John's,40.4021244,49.8495256,fast_food,pizza,Mo-Su 11:00-23:00,+994123111660,https://www.papajohns.az/,,,,Akademik Həsən Əliyev küçəsi,82Q,
n7619000924,node,Papa John's,40.3578824,49.8376373,fast_food,pizza,,,,,,,,,
n12582465067,node,Papa John's,40.3741722,49.8595232,fast_food,pizza,,,,,,,,,
n4357695991,node,Papa John's \ Əcəmi,40.4098319,49.8142435,fast_food,pizza,,,,,,,,,
n11910952987,node,Pasha Doner,40.4153127,49.8285333,fast_food,kebab,24/7,,,,,,Sərdar Hüseynov,,
n12512068009,node,Paşa dönər,40.3999283,49.851094,fast_food,kebab,,,,,,,,,
n11910952988,node,Pizza Bruno,40.4153551,49.8285333,fast_food,pizza,,,,,,,Sərdar Hüseynov,,
n3254780714,node,Pizza Hat,40.373747,49.8472506,fast_food,pizza,,+994124930135,,,,,,,
n3536035227,node,Pizza Holiday,40.3663278,49.8291465,fast_food,pizza,Mo-Su 10:00-22:00,,,,,,,,
n1874080628,node,Pizza Inn,40.3713989,49.8381392,fast_food,pizza,,,,,,,,,
n11881148540,node,Pizza Loca,40.3885595,49.8361459,fast_food,pizza,,,,,,,,,
n1862805944,node,Pizza Pizza,40.368466,49.8376512,fast_food,pizza,,,,limited,,yes,,,
w1265891495,way,Qubadlı Kafe,40.4176484,49.8256375,fast_food,kebab,Mo-Su 08:00-22:00,,,no,,,Mirzə Məhəmməd Xan,5,
n4493146494,node,Sbarro,40.3707524,49.8496639,fast_food,pizza,,,,,,,,,
n2034721612,node,Sevimli Dad,40.3996853,49.8324805,fast_food,,,,,,,,,,
n12386080104,node,Shaurma 1,40.3695743,49.8368649,fast_food,shawarma,24/7,*1110,https://shaurmaaz.taplink.ws/,,,,Əziz Əliyev küçəsi,33b,
n8598978844,node,Shaurma N1,40.3984686,49.8329138,fast_food,kebab,,,,,,,,,
n1828804083,node,Shaurma №1,40.3730916,49.8404148,fast_food,,,,,limited,,,,,
n2034721613,node,Shaurma №1,40.3899431,49.8386715,fast_food,kebab,,,,,,,,,
n10710217916,node,Sirius,40.3821784,49.8433613,fast_food,pizza;regional;burger;kebab;turkish,,,,,,,Rəşid Behbudov küç.,,
n11879112861,node,Sumway,40.3727817,49.8333077,fast_food,sandwich,,,,,,,,,
n9720355384,node,Sushi Master,40.4021106,49.8493995,fast_food,,,,https://baku.sushi-master.az/,,,,,,
n5845471585,node,Sweet Art depo,40.3914803,49.8207352,fast_food,,,,,,,,,,
n5365676221,node,Tado Kafe,40.3993645,49.8767036,fast_food,,,,,,,,,,
n2119761005,node,Tantuni / Doner,40.377125,49.8454662,fast_food,kebab,,,,,,,,,
n4429798102,node,Tez Bazar Dönər,40.420733,49.7989325,fast_food,,Mo-Su 10:00-22:00,+994554181304,,,,,Rəşid İsmaylov küçəsi,,
n6782287720,node,The best,40.3692014,49.8329458,fast_food,,,,,,,,,,
n11881148511,node,Tustçu,40.3841929,49.8286091,fast_food,sandwich,,,,,,,,,
n3037852555,node,Yurdum Lahmacun,40.431936,49.8561925,fast_food,,,,,,,,,,
n11878621829,node,Zatra,40.3817113,49.829586,fast_food,chicken;kebab;pizza;sushi,24/7,,,,,,,,
n1827271623,node,Çudo Peçka 10,40.405766,49.8142338,fast_food,,,,,,,,,,
n3254789979,node,Çurasko Steyk,40.3713537,49.8421308,fast_food,,,+994125985409,,,,,,,
n3042961338,node,İzmir Pizza,40.4204891,49.842432,fast_food,,,,,,,,,,
n4655192593,node,Şaurma nömre 1,40.4066038,49.8362961,fast_food,,,,,,,,,,
n5779334009,node,Əjdaha dönər. Caspian,40.3841521,49.8291084,fast_food,pizza;kebab,,,,,,,,,
n13917644103,node,Dopamine,40.358116,49.8382344,food_court,,Mo-Su 09:00-00:00,,,,,,Denizkenari Street,26a,
n4577151404,node,Тяндир чурек. Вкусный.,40.3871698,49.8454777,food_court,,,,,,,,,,
n4512306908,node,5.11 İdman Zalı,40.428725,49.8487901,gym,,,,,,,,Abay Kunanbayev küç.,,
n7492299285,node,Abordaj Fitness Zalı,40.4322872,49.8170493,gym,,,,,,,,,,
n12833336293,node,Angels’ Embassy,40.3948055,49.8282882,gym,,Mo-Su 07:00-21:00,+994 50 281 18 81,,,,,Cəlil Məmmədquluzadə küçəsi,,
n6187734785,node,Arena Fitnes,40.4113549,49.8398236,gym,,,,,,,,,,
n6091771186,node,Askod MMC (Epilife estetik merkez),40.4000549,49.8689053,gym,,,,,,,,,,
n3670171248,node,Atlant Gym \ Bakı Nərimanov,40.3824789,49.8774831,gym,,10:00-23:00,,,,,,Nəcəfqulu Rəfiyev küç.,12,
w299015057,way,Aura Sağlamlıq Mərkəzi,40.3918068,49.869045,gym,,,,,,,,,,
n6780115085,node,Black Mamba crossfit,40.4248999,49.8431009,gym,,,,,,,,İbrahimpaşa Dadaşov küçəsi,,
n11746506271,node,Boroda Gym,40.4181896,49.8242948,gym,,Mo-Sa 09:00-23:00,+994553450707,,no,,,Mirmahmud Kazımovski küç.,54/56,
n4796589026,node,Cüdo Klubu 2012,40.3780208,49.8325054,gym,,,,,,,,,,
n4426032912,node,Evolution Fitness Baku,40.3850711,49.8503849,gym,,Mo-Sa 09:00-23:00; Su 11:00-17:00,,,,,,Ülvi Bünyadzadə,2,
n4209578401,node,FS Cristal club,40.4254745,49.8172385,gym,,,,,,,,,,
n9005003443,node,Fit Lady,40.3807079,49.8665164,gym,,Mo-Sa 09:00-22:00,+994 51 351 52 52,https://www.instagram.com/fitlady_baku/,,,,Mehdi Mehdizadə küçəsi,50,
n10276927956,node,FitnessLab,40.3841064,49.8682406,gym,,Mo-Su 06:00-23:00,+994504003135,,,,,Fəzail Bayramov,1156,
n4696356322,node,Gorgud Wellness Center,40.3875794,49.856191,gym,,,,,,,,,,
n4948401422,node,Idman zali Narimanov,40.4064005,49.8698717,gym,,,,,,,,,,
n12224093153,node,JV Fitness,40.3750999,49.852215,gym,,"Mo-Fr 09:00-23:00, Sa 10:00-21:30",+994552559040,https://jvfitness.az,,,,Fikrət Əmirov küçəsi,2a,
n6751901032,node,Knockout Boxing Club,40.3808884,49.8058213,gym,,Mo-Sa 09:00-22:00,+99450 605 00 05,https://www.instagram.com/knockoutbc_baku/,,,,Abbas Mirzə Şərifzadə küçəsi,86,
n4249134190,node,La Fitness,40.3833104,49.8063537,gym,,,004048,,,,,Mirəli Seyidov,,
n6254207187,node,Sapfir Fitnes,40.408527,49.8041901,gym,,,,,,,,Yasamal ray. Moskva pr. 73A,,
n11746528015,node,Sparta Gym,40.421455,49.8165117,gym,,Mo-Sa 09:00-23:00,+994555375956,https://www.instagram.com/sparta_gym_baku,,,,Cavad Xan küçəsi,51,
n4229103791,node,The Club Port Baku,40.3765567,49.8624994,gym,,24/7,+994124998909,https://www.www.theclub.az/,,,,,,
n4434824791,node,Tornado GYM,40.3967079,49.8770147,gym,,Mo-Sa 10:00-22:00,,,,,,,,
n9902680762,node,XH GYM,40.3438712,49.8099478,gym,,Mo-Su 08:00-24:00,,,,,,Badamdar şossesi,,
n6568802090,node,Zen Fitness & Bodybuilding,40.3549644,49.8179167,gym,,,,,,,,Abbasqulu Abbaszadə,19,
n6864261684,node,Bozz Lounge Baku,40.3782099,49.8578205,hookah,,,,,,,,Nizami küçəsi,239,
n12441162650,node,Mr. Smoke Lounge,40.3690209,49.8411851,hookah,,Mo-Su 14:00-02:00,,,,,,Neftçilər prospekti,118,
n6406988102,node,1033 club,40.3909333,49.8233678,nightclub,,,,,,,,Tbilisi prospekti,,
n1896641344,node,Elit 555 Club,40.3740763,49.8399779,nightclub,,,,,,,,,,
n7017736385,node,Ellips Club,40.4091092,49.8599216,nightclub,,24/7,+994702559050,http://www.ellips.az,,,yes,Aşıq Molla Cumə,,
n7017736485,node,Ellips Club,40.4091796,49.8600232,nightclub,,24/7,+994702551050,http://www.ellips.az,,,yes,Aşıq Molla Cumə,,
w447503480,way,Extra Club Baku,40.4075368,49.861998,nightclub,,Mo-Sa 20:00-60:00,+994703330080,http://www.extraclub.az,yes,,separated,Əhməd Rəcəbli küçəsi,1/7,
n1896641350,node,Hiss Club,40.3739445,49.8398369,nightclub,,,,,,,,,,
n4353744491,node,O'Malley's,40.3709436,49.8382158,nightclub,,,,,,,,,,
n4352309391,node,Philomela Club & Restaurant,40.3800737,49.8417702,nightclub,,,,,,,,Bülbül,58x,
n1896641390,node,Skylife,40.3732256,49.8381565,nightclub,,,,,,,,,,
n4720776390,node,Soprano,40.3716546,49.835742,nightclub,,,,,,,,,,
n1854434085,node,Studio 2,40.370963,49.8406587,nightclub,,,,,,,,Üzeyir Hacıbəyov,2,
n4303019793,node,Voices karaoke club,40.3753096,49.8413592,nightclub,,,,,,,,Səməd Vurğun,,
w169828446,way,1941-1945,40.4325914,49.803774,park,,,,,,,,,,
w170083578,way,20 Yanvar Parkı,40.4373162,49.8058597,park,,,,,,,,,,
w346837997,way,41-45 parki,40.3896272,49.8379059,park,,,,,,,,,,
w149637806,way,Akademiya bağı,40.3733196,49.8152764,park,,,,,,,,,,
r3975409,relation,Alley of Martyrs,40.3567423,49.8283747,park,,,,,,,,,,1317.0
w287048577,way,Atatürk Parkı,40.4043972,49.8496888,park,,24/7,,,,,,Atatürk prospekti,,
w401747769,way,Atatürk parkı,40.411156,49.8470793,park,,,,,,,,,,
w299636538,way,Axundov bağı,40.3680868,49.829789,park,,,,,,,,,,
w306978410,way,Ayna Sultanova parkı,40.4138759,49.8460669,park,,,,,,,,,,
w505556422,way,Azim Azimzadeh Park / Archeological Park,40.3675299,49.8373634,park,,,,,,,,,,
w220915360,way,Ağ Liliyalar Fontan Bağı,40.367578,49.8384253,park,,,,,,,,,,
w355301699,way,Ağ Şəhər Bulvarı Bakı,40.3731396,49.8756906,park,,,,,,,,,,
w1064645030,way,Ağ Şəhər Dairəsi,40.38486,49.8798577,park,,,,,,,,,,
w151332926,way,Bakı Zooparkı,40.3934158,49.8505185,park,,,,,,,,,,
w366909781,way,Bayil Parkı,40.3526205,49.8327145,park,,,,,,,,,,
w222537336,way,Bül-Bül Parkı,40.3766588,49.842312,park,,,,,,,,,,
w75077564,way,Cavadxan parkı,40.4086348,49.8140556,park,,,,,,,,,,
w194284061,way,Corce Enesku Parkı,40.4175175,49.8374184,park,,24/7,,,,,,Cəfər Xəndan küçəsi,,
w178157681,way,Cəfər Cabbarlı bağı,40.3683138,49.8228997,park,,,,,,,,,,
w1234541514,way,Dağdağan Bağı,40.3835708,49.8919752,park,,,,,,,,,,
w1411059572,way,Dağüstü Park / Highland Park,40.3575012,49.8291314,park,,Day and Night,,,,,,,,
w179738389,way,Dədə Qorqud parkı,40.3928585,49.8471306,park,,,,,,,,,,
w169736766,way,Dəmiryolçular Parkı,40.4301146,49.8077057,park,,,,,,,,,,
w249016043,way,Dənizkənarı Milli Park,40.3662721,49.8453768,park,,,,,,,,,,
w25403163,way,Fikrət Əmirov adına park,40.3752383,49.8518593,park,,24/7,,,,,,Fikrət Əmirov küçəsi,,
w388386417,way,Fransa Parkı,40.3792193,49.8658696,park,,24/7,,,,,,,,
w273101274,way,Fəvvarələr Meydanı,40.3709392,49.8368296,park,,,,,,,,,,
w42797170,way,Heydər Əliyev Parkı,40.4293988,49.8385969,park,,,,,,,,,,
w25452098,way,Heydər Əliyev parkı,40.378203,49.8435596,park,,,,,,,,,,
w277230442,way,Hüseyn Cavid parkı,40.3734909,49.8173662,park,,,,,,,,,,
w149594753,way,Həştərxan parki,40.3994694,49.8696621,park,,,,,,,,,,
w248985713,way,Keşlə Parkı,40.3972225,49.8930948,park,,,,,,,,,,
w1411050898,way,Khan's Garden (Baku),40.3679335,49.8369036,park,,,,,,,,,,
w371620234,way,Konservatoriya bağı,40.3656424,49.8178169,park,,,,,,,,,,
w150102062,way,Koroğlu parkı,40.3918186,49.8426673,park,,,,,,,,,,
w299015041,way,Lalələr Parkı,40.3897526,49.8678659,park,,,,,,,,,,
w282645654,way,Mehdi Hüseynzadə parkı,40.3872236,49.8266878,park,,,,,,,,Tbilisi prospekti,,
w278962566,way,Meşə Parkı \ Şamaxinka,40.4092878,49.8025644,park,,,,,,,,,,
w379525890,way,Mərkəzi Park,40.3732633,49.822333,park,,,,,,,,,,
w379527633,way,Mərkəzi Park,40.3798445,49.8240516,park,,,,,,,,,,
w499548399,way,Mərkəzi Park,40.3755247,49.8281687,park,,,,,,,,,,
w499548401,way,Mərkəzi Park,40.3719761,49.8276218,park,,,,,,,,,,
w499548398,way,Mərkəzi Park Bakı,40.3746235,49.8279138,park,,,,,,,,,,
w379525895,way,Mərkəzi Park Yuxarı \ Sovetski,40.3746066,49.8247417,park,,,,,,,,,,
n10302993972,node,Nihad Mebel,40.4361443,49.8116791,park,,,,,,,,,,
w186290330,way,Nizami Parkı / Ağ Şəhər,40.3800432,49.8947217,park,,,,,,,,,,
w175835406,way,Nizami bağı,40.3696541,49.8354205,park,,,,,,,,Azərbaycan prospekti,,
w152322861,way,Nəbabət Bağı / Botanika Bağı,40.3576668,49.8174219,park,,,,,,,,,,
w165695134,way,Nəriman Nərimanov bağı,40.3687158,49.8242492,park,,,,,,,,,,
w115500695,way,Nərimanov parkı,40.4018313,49.8716256,park,,,,,,,,,,
w1462751416,way,Palıd meydanı parkı,40.3878363,49.8859657,park,,,,,,,,,,
w306598024,way,Park \ Azadlıq pr.,40.4353328,49.8436255,park,,,,,,,,,,
w295375058,way,Park near Space TV,40.3669632,49.8177738,park,,,,,,,,,,
w249001200,way,Port Baku Parkı,40.3750207,49.8636783,park,,,,,,,,,,
w299663211,way,President's Residence,40.4069456,49.8522612,park,,,,,,,,,,
w25452751,way,Prezident Parkı,40.3648311,49.8293585,park,,,,,,,,,,
w25402492,way,Puşkin Bağı,40.3749961,49.8548315,park,,,,,,,,Puşkin küçəsi,,
w249204940,way,Qafur Məmmədov Parkı \ Bayıl,40.3437064,49.8403323,park,,,,,,,,,,
w224648423,way,Qubernator bağı,40.3629013,49.8324744,park,,,,,,,,,,
w370709064,way,Qurban Abbasov parkı,40.3463117,49.8380554,park,,,,,,,,,,
w299634259,way,Qızılgül parkı,40.3778395,49.8618806,park,,,,,,,,,,
w133850131,way,Qış Parkı,40.3764455,49.8360275,park,,,,,,,,Füzuli küçəsi,,
w306880764,way,Qələbə Parkı,40.4084314,49.857942,park,,,,,,,,,,
w179743894,way,Qəzənfər Musabəyov parkı,40.3797672,49.8080119,park,,,,,,,,Əbdürrəhim bəy Haqverdiyev küç.,,
w187148931,way,Ramiz Aboyev adına mədəniyyət və istirahət parkı,40.4364218,49.840293,park,,,,,,,,,,
w150675694,way,Saat Parkı,40.3639977,49.8269418,park,,,,,,,,,,
w299424032,way,Sabir parkı,40.3688176,49.8350053,park,,,,,,,,,,
w25359701,way,Sahil bağı,40.3731326,49.8457614,park,,,,,,,,,,
w307504136,way,Samir Xasıyev Parkı,40.391334,49.8744359,park,,,,,,,,,,
w373756045,way,Sevgi parkı,40.386913,49.8649392,park,,,,,,,,,,
w382233635,way,Sevil Qazıyeva parkı,40.3885123,49.832113,park,,,,,,,,,,
w134925206,way,Spartak Dairəsi,40.3870941,49.8280857,park,,,,,,,,,,
w179778176,way,Səməd Vurğun Bağı,40.3788747,49.85349,park,,,,,,,,,,
w172878747,way,Taras Şevçenko bağı,40.389824,49.8422706,park,,,,,,,,,,
w220432120,way,Tesla parkı,40.3809436,49.8476055,park,,,,,,,,,,
w382240270,way,Xan Şuşinski Parkı,40.3891781,49.8398204,park,,,,,,,,Rəşid Behbudov küçəsi,,
w25449429,way,Xəqani bağı ( Malakan bağı ),40.3716003,49.8403091,park,,,,,,,,,,
w864576542,way,Yasamal Parkı,40.3764322,49.808668,park,,24/7,,,,,,Mətbuat prospekti,29,
w326259644,way,Yasamal parkı,40.3873104,49.8126644,park,,,,,,,,,,
w368880131,way,Yaşıl Dünya Parkı,40.3994117,49.8099735,park,,,,,,,,,,
w191700594,way,Zabitlər parkı,40.3852316,49.8362682,park,,,,,,,,,,
r10763560,relation,Zeytun bağı,40.42642,49.8242757,park,,,,,,,,,,
w178746207,way,Zorge parkı,40.3906461,49.8375279,park,,,,,,,,,,
w315851226,way,Zəfər Bağı / 4-cü mkr.,40.414346,49.8093707,park,,,,,,,,,,
w1067684068,way,Zəfər Parkı,40.3763129,49.8687537,park,,,,,,,,,,
w194209668,way,Zərifə Əliyeva parkı,40.4225316,49.8206816,park,,,,,,,,Cavadxan küç.,3,
w1513964859,way,Çəmbərəkənd Parkı,40.3633177,49.8253421,park,,,,,,,,,,
w178593266,way,İzmir Bağı,40.3864394,49.8237135,park,,,,,,,,,,
r8708379,relation,Şəhidlər Xiyabanı,40.3567423,49.8283747,park,,,,,,,,,,1317.0
w286020445,way,Şəhriyar Bağı,40.3727357,49.848055,park,,,,,,,,,,
w193282179,way,Şəhriyar bağı,40.3922649,49.8553139,park,,,,,,,,Əhmədbəy Ağaoğlu küçəsi,,
w25452657,way,Şəlalə parkı,40.3632169,49.8280456,park,,,,,,,,,,
w189640923,way,Əlişir Nəvai parkı,40.4075275,49.8361183,park,,,,,,,,,,
w150675701,way,Əzizbəyov parkı,40.3649217,49.8174389,park,,,,,,,,,,
n9747227852,node,AZZA,40.4160242,49.8460704,pastry_shop,,,,,,,,,,
n10278860888,node,AZZA,40.4345815,49.8441942,pastry_shop,,,,,,,,,,
n9902680717,node,AZZA Badamdar,40.341647,49.8101583,pastry_shop,,,,,,,,,,
n6091665885,node,Azad Nebiyev (pryannik sexi),40.4174549,49.863921,pastry_shop,,,,,,,,,,
n9773493969,node,Azza,40.3885654,49.8698911,pastry_shop,,,,,,,,,,
n11749212369,node,Azza Gastronom,40.4182305,49.8176202,pastry_shop,,Mo-Su 08:00-23:00,+994505093632,,,,,Cavad Xan küç.,148,
w306870236,way,Biskvit Fabriki Bakı,40.4280769,49.8719235,pastry_shop,,,,,,,,,,
n11917653225,node,Bonbon Patisserie,40.3681755,49.8383201,pastry_shop,,Mo-Su 10:00-24:00,+994503702022,,,,,Məhəmməd Əmin Rəsulzadə küç.,5,
n4580285191,node,Bondad,40.3745914,49.818996,pastry_shop,,,,,no,,,,,
n11878621823,node,Dadli,40.3796694,49.829715,pastry_shop,,,,,,,,,,
n9811469982,node,Eqoist Şirniyyat,40.3756241,49.8541465,pastry_shop,,,,,,,,,,
n11879486778,node,Fransua,40.3833619,49.8272818,pastry_shop,,,,,,,,,,
n8598921800,node,Goldcake Sweets,40.3963143,49.8213857,pastry_shop,,,,,yes,,,,,
w1283669071,way,NAZ Cakehouse,40.4180508,49.8264233,pastry_shop,,Mo-Su 08:00-22:00,,,,,,Mirzə Məhəmməd Xan küçəsi,30,
n9902643278,node,Rəmzioğlu Paxlava,40.3417962,49.8106277,pastry_shop,,,,,,,,,,
n10299354427,node,Tort Ko Şirniyyat,40.438196,49.8090747,pastry_shop,,,,,,,,,,
n4707723489,node,Viva,40.3885043,49.8361614,pastry_shop,,,,,no,,,,,
